MSSubClass,MSZoning,LotFrontage,log_LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,log_MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,log_BsmtFinSF1,BsmtFinType2,log_BsmtFinSF2,log_BsmtUnfSF,log_TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,log_1stFlrSF,log_2ndFlrSF,log_LowQualFinSF,log_GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,log_GarageArea,GarageQual,GarageCond,PavedDrive,log_WoodDeckSF,log_OpenPorchSF,log_EnclosedPorch,log_3SsnPorch,log_ScreenPorch,log_PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,adjusted_price,log_price,Age,HasBasement,HasGarage,HasFireplace,month_year,sold_during_recession
20,RL,50.0,9.60642831827175,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,3.332204510175204,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.421177528595393,7.421177528595393,GasA,Ex,Y,SBrkr,7.421177528595393,0.0,0.0,7.421177528595393,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,6.53813982376767,TA,TA,Y,4.976733742420574,4.110873864173311,0.0,0.0,0.0,0.0,0.0,8,2006,New,Partial,240000.0,2208000.0,14.607598139277572,0,Yes,Yes,Yes,Aug 2006,No
20,RL,65.11573836122463,8.728102205062104,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,4.330733340286331,TA,TA,CBlock,TA,TA,No,GLQ,6.396929655216146,Unf,0.0,5.627621113690637,6.776506992372183,GasA,TA,Y,SBrkr,6.805722553416985,0.0,0.0,6.805722553416985,0,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,1967,Unf,1,5.666426688112432,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,125500.0,1154600.0,13.95926538770941,40,Yes,Yes,No,Aug 2007,No
20,RL,80.0,9.202409001649903,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,4.709530201312334,TA,TA,CBlock,TA,TA,No,Rec,5.872117789475416,LwQ,5.673323267171493,6.023447592961033,6.963189985870238,GasA,TA,Y,SBrkr,6.96979066990159,0.0,0.0,6.96979066990159,1,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,1954,RFn,1,5.638354669333745,TA,TA,Y,0.0,0.0,5.10594547390058,0.0,0.0,0.0,0.0,2,2010,WD,Normal,128000.0,1177600.0,13.97898987614117,56,Yes,Yes,No,Feb 2010,No
20,RL,116.0,9.510593101601815,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.342334251964811,Gd,TA,PConc,Gd,TA,No,GLQ,4.1588830833596715,Unf,0.0,7.353081920515432,7.392647520721623,GasA,Ex,Y,SBrkr,7.400620577371135,0.0,0.0,7.400620577371135,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,6.763884908562435,TA,TA,Y,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,255000.0,2346000.0,14.668222734452927,1,Yes,Yes,Yes,Jun 2007,No
50,RL,86.0,9.350189267092581,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,5.4116460518550396,Unf,0.0,6.678342114654332,6.925595197110468,GasA,Gd,Y,SBrkr,6.928537818164665,6.945051063725834,0.0,7.629489916393995,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936,Fin,1,5.198497031265826,Fa,TA,Y,0.0,0.0,0.0,0.0,5.777652323222656,0.0,0.0,6,2006,WD,Normal,250000.0,2300000.0,14.648420115681892,70,Yes,Yes,Yes,Jun 2006,No
20,RL,68.65706465628608,9.092232283495854,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,5.71042701737487,ALQ,5.783825182329737,5.480638923341991,6.762729506931879,GasA,TA,Y,SBrkr,6.805722553416985,0.0,0.0,6.805722553416985,1,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,1983,Unf,2,6.184148890937483,TA,TA,Y,5.10594547390058,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,131000.0,1205200.0,14.002156915975743,23,Yes,Yes,No,Jun 2006,No
60,RL,149.0,9.440658127038393,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.610696044717759,6.610696044717759,GasA,Ex,Y,SBrkr,6.610696044717759,6.610696044717759,0.0,7.3031700512368,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,5.968707559985366,TA,TA,Y,3.6109179126442243,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,174000.0,1600799.9999999998,14.286014686939122,4,Yes,Yes,Yes,Jun 2009,Yes
90,RL,80.0,9.358846580275406,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.8916442118257715,TA,TA,CBlock,TA,TA,No,Rec,6.095824562432225,Unf,0.0,6.4967749901858625,7.00850518208228,GasA,TA,Y,FuseA,7.00850518208228,7.064759027791802,0.0,7.729735331385051,0,0,2,0,5,2,TA,12,Typ,0,Not Applicable,Detchd,1960,Unf,2,6.175867270105761,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2010,WD,Normal,154300.0,1419560.0,14.165858226849629,50,Yes,Yes,No,Jan 2010,No
20,RL,69.18068996761339,9.13637085177601,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,5.2832037287379885,Unf,0.0,6.9782137426306985,7.1459844677143876,GasA,TA,Y,SBrkr,7.1459844677143876,0.0,0.0,7.1459844677143876,0,0,1,1,3,1,Gd,5,Typ,0,Not Applicable,Detchd,1978,Unf,1,5.53338948872752,TA,TA,Y,5.159055299214529,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal,143500.0,1320200.0,14.093294555697511,32,Yes,Yes,No,Oct 2009,No
30,RM,51.0,8.71948076085107,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.194405391104672,Unf,0.0,5.634789603169249,6.645090969505644,GasA,TA,N,SBrkr,6.923628628138427,0.0,0.0,6.923628628138427,0,0,1,0,3,1,TA,6,Min1,0,Not Applicable,Detchd,1925,Unf,1,6.111467339502679,TA,TA,Y,0.0,0.0,4.727387818712341,0.0,4.795790545596741,0.0,620.0,7,2006,WD,Abnorml,88000.0,809599.9999999999,13.604296812692441,81,Yes,Yes,No,Jul 2006,No
90,RH,82.0,8.74369111054302,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.652489180268651,Unf,0.0,6.576469569048224,6.90975328164481,GasA,TA,N,FuseA,6.90975328164481,6.90975328164481,0.0,7.602401335665818,0,0,2,0,4,2,TA,8,Typ,0,Not Applicable,2Types,1949,Unf,3,6.77078942390898,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,145000.0,1334000.0,14.103693255082613,58,Yes,Yes,No,Aug 2007,No
160,FV,30.0,8.006700845440367,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4.343805421853684,Gd,TA,PConc,Gd,TA,Av,GLQ,5.68697535633982,Unf,0.0,5.765191102784844,6.418364935936212,GasA,Ex,Y,SBrkr,6.418364935936212,6.418364935936212,0.0,7.110696122978827,0,0,2,1,2,1,Gd,4,Typ,0,Not Applicable,Detchd,2009,RFn,2,6.270988431858299,TA,TA,Y,0.0,5.459585514144159,0.0,0.0,0.0,0.0,0.0,6,2009,New,Partial,173733.0,1598343.5999999999,14.284479026616106,0,Yes,Yes,No,Jun 2009,Yes
160,RM,21.0,7.601901959875166,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,4.394449154672439,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.304448802421981,6.304448802421981,GasA,Fa,Y,SBrkr,6.304448802421981,6.304448802421981,0.0,6.996681488176539,0,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Attchd,1970,Unf,1,5.659482215759621,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,WD,Normal,75000.0,690000.0,13.444448325847754,37,Yes,Yes,No,Jan 2007,No
20,C (all),50.0,9.105090961257085,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,3.9318256327243257,Unf,0.0,6.066108090103747,6.175867270105761,GasA,TA,N,FuseA,6.175867270105761,0.0,0.0,6.175867270105761,1,0,0,0,1,1,TA,4,Typ,0,Not Applicable,Detchd,1958,Unf,1,5.733341276897746,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,WD,Abnorml,35311.0,324861.19999999995,12.691156371398458,57,Yes,Yes,No,Oct 2006,No
20,RL,79.43643359645286,9.749228533507058,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.966024187106113,Unf,0.0,4.330733340286331,7.034387929915503,GasA,Ex,Y,FuseA,7.114769448366463,0.0,0.0,7.114769448366463,0,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,1956,RFn,1,5.652489180268651,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal,135000.0,1242000.0,14.032234346628217,53,Yes,Yes,No,Apr 2009,Yes
60,RL,103.0,9.482350275033667,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,3.8918202981106265,GLQ,6.453624998892692,6.0473721790462776,7.007600613951853,GasA,Ex,Y,SBrkr,6.816735880594968,7.103322062526113,0.0,7.662937850461535,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991,RFn,3,6.726233402358747,TA,TA,Y,4.290459441148391,5.262690188904886,5.41610040220442,0.0,0.0,0.0,0.0,11,2007,WD,Normal,238000.0,2189600.0,14.599229893412923,16,Yes,Yes,Yes,Nov 2007,No
20,RL,87.0,9.308374112247549,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,6.270988431858299,BLQ,6.021023349349527,5.5053315359323625,7.077498053569231,GasA,Ex,Y,SBrkr,7.254884810077338,0.0,0.0,7.254884810077338,1,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1990,Unf,2,6.400257445308821,TA,TA,Y,0.0,3.9512437185814275,0.0,0.0,5.25227342804663,0.0,0.0,5,2008,WD,Normal,176500.0,1623799.9999999998,14.300280255249682,50,Yes,Yes,Yes,May 2008,Yes
60,RL,70.0,9.043458999670106,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.663439094112067,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.703188113240863,Unf,0.0,4.74493212836325,6.834108738813838,GasA,Ex,Y,SBrkr,6.842683282238422,6.666956792429207,0.0,7.451241684987676,0,1,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,1994,RFn,2,6.156978985585555,TA,TA,Y,5.707110264748875,4.477336814478207,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,201000.0,1849199.9999999998,14.43026421187045,13,Yes,Yes,No,Jul 2007,No
90,RL,67.0,9.080003870248179,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.98933526597456,Unf,0.0,5.241747015059643,7.149131598557407,GasA,Gd,Y,SBrkr,7.149131598557407,6.834108738813838,0.0,7.696667081526462,2,0,2,2,4,2,TA,9,Typ,0,Not Applicable,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,9,2008,WD,Normal,145900.0,1342280.0,14.109880963566637,108,Yes,No,No,Sept 2008,Yes
20,RL,65.0,9.233861567017529,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,3.367295829986474,Unf,0.0,7.161622002939187,7.183111701743281,GasA,Ex,Y,SBrkr,7.183111701743281,0.0,0.0,7.183111701743281,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,5.986452005284438,TA,TA,Y,4.61512051684126,0.0,0.0,3.1780538303479458,0.0,0.0,0.0,10,2006,New,Partial,169990.0,1563907.9999999998,14.262699014251409,1,Yes,Yes,Yes,Oct 2006,No
120,RL,50.0,8.98882050177807,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,5.111987788356544,GLQ,6.7357800142423265,6.395261598115449,7.380879035564116,GasA,Ex,Y,SBrkr,7.388946097618437,0.0,0.0,7.388946097618437,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993,RFn,2,6.280395838960195,TA,TA,Y,0.0,4.248495242049359,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,193000.0,1775599.9999999998,14.389649515131767,15,Yes,Yes,Yes,Jul 2008,Yes
20,RL,79.0,9.234154550075438,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,5.062595033026967,TA,Gd,CBlock,Gd,TA,No,BLQ,6.439350371100098,LwQ,6.967909201801884,0.0,7.430707082545968,GasA,TA,Y,SBrkr,7.430707082545968,0.0,0.0,7.430707082545968,1,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,6.418364935936212,TA,TA,Y,5.953243334287785,4.882801922586371,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,207500.0,1908999.9999999998,14.462090626542215,26,Yes,Yes,Yes,May 2006,No
20,RL,77.43986725974601,9.655795128300506,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,6.643789733147672,LwQ,4.543294782270004,5.58724865840025,7.027314514039777,GasA,TA,Y,SBrkr,7.027314514039777,0.0,0.0,7.027314514039777,0,1,2,0,3,1,Ex,6,Typ,0,Not Applicable,Attchd,1977,RFn,2,6.293419278846481,TA,TA,Y,5.198497031265826,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Abnorml,175000.0,1609999.9999999998,14.291745358078465,31,Yes,Yes,No,Mar 2008,Yes
60,RL,93.0,9.392661928770137,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.831882477283517,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.074963197966044,7.074963197966044,GasA,Ex,Y,SBrkr,7.118826249062078,7.039660349862076,0.0,7.772752716468742,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003,Fin,3,6.48768401848461,TA,TA,Y,4.653960350157523,4.61512051684126,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,285000.0,2622000.0,14.779448324693963,4,Yes,Yes,Yes,May 2007,No
60,RL,69.9824504193714,9.200391041122515,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.8377304471659395,TA,TA,CBlock,TA,TA,No,BLQ,6.315358001522335,Unf,0.0,5.638354669333745,6.725033642166843,GasA,Gd,Y,SBrkr,7.002155954403621,6.78105762593618,0.0,7.590346945602565,0,0,2,1,4,1,TA,9,Typ,1,Gd,Attchd,1968,RFn,2,6.18826412308259,TA,TA,Y,0.0,3.784189633918261,0.0,0.0,0.0,0.0,0.0,4,2008,WD,Normal,176000.0,1619199.9999999998,14.297443375664026,40,Yes,Yes,Yes,Apr 2008,Yes
20,RL,72.51308845765647,9.379154445411636,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.469654172932128,7.469654172932128,GasA,Ex,Y,SBrkr,7.489412083508719,0.0,0.0,7.489412083508719,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001,RFn,2,6.259581464064923,TA,TA,Y,5.313205979041787,5.0238805208462765,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,236500.0,2175800.0,14.59290743057008,8,Yes,Yes,Yes,Jun 2009,Yes
60,RL,74.0382614342906,9.47324295306374,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.655991810819852,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.872128101338986,6.872128101338986,GasA,Gd,Y,SBrkr,6.901737206656574,7.126087273299125,0.0,7.71289096149013,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997,Fin,2,6.466144724237619,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal,222000.0,2042399.9999999998,14.529636634529346,9,Yes,Yes,Yes,Nov 2006,No
20,RL,73.0,9.096723645189215,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,2.833213344056216,Unf,0.0,7.280008252884188,7.2909747781429814,GasA,Ex,Y,SBrkr,7.2909747781429814,0.0,0.0,7.2909747781429814,0,0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2007,Fin,3,6.415096959171596,TA,TA,Y,4.61512051684126,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,201000.0,1849199.9999999998,14.43026421187045,2,Yes,Yes,No,Jul 2009,No
20,RL,70.0,9.116139576577355,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.82600010738045,Rec,6.1463292576688975,4.804021044733257,6.8308742346461795,GasA,Ex,Y,SBrkr,6.8308742346461795,0.0,0.0,6.8308742346461795,0,1,1,0,2,1,TA,5,Typ,0,Not Applicable,Detchd,1965,Unf,1,6.063785208687608,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,117500.0,1081000.0,13.893398021690297,44,Yes,Yes,No,Jul 2009,No
20,RL,84.0,9.364862411412354,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,5.713732805509369,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,7.552762084214147,7.552762084214147,GasA,Ex,Y,SBrkr,7.552762084214147,0.0,0.0,7.552762084214147,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,6.670766320845874,TA,TA,Y,0.0,5.2574953720277815,0.0,0.0,0.0,0.0,0.0,3,2007,WD,Normal,320000.0,2944000.0,14.89528009850476,1,Yes,Yes,Yes,Mar 2007,No
20,RL,63.0,9.046408680293819,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.351858133476067,Gd,TA,PConc,Gd,TA,Av,GLQ,3.044522437723423,Unf,0.0,7.300472814267799,7.313886831633462,GasA,Ex,Y,SBrkr,7.313886831633462,0.0,0.0,7.313886831633462,0,0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,2004,RFn,2,6.3473892096560105,TA,TA,Y,5.262690188904886,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal,190000.0,1747999.9999999998,14.373983407279834,5,Yes,Yes,No,Aug 2009,No
20,RL,313.0,10.227417172661774,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.054439346269371,Unf,0.0,5.081404364984463,6.373319789577012,GasA,Ex,Y,SBrkr,7.635303886259415,0.0,0.0,7.635303886259415,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960,RFn,2,6.226536669287466,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,WD,Normal,242000.0,2226400.0,14.615896938349305,48,Yes,Yes,Yes,Nov 2008,Yes
30,RL,52.0,8.67008593751938,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.6913478822291435,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,6.398594934535208,6.398594934535208,GasA,Gd,Y,SBrkr,6.617402977974478,0.0,0.0,6.617402977974478,0,0,1,0,1,1,TA,5,Typ,0,Not Applicable,Detchd,1953,Unf,2,6.270988431858299,TA,TA,Y,0.0,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,6,2006,WD,Normal,79900.0,735080.0,13.507735976204582,80,Yes,Yes,No,Jun 2006,No
20,RL,67.0,9.218705288307811,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4.650958341091008,Gd,TA,PConc,Gd,TA,No,GLQ,6.726233402358747,Unf,0.0,5.840641657373398,7.0707241072602764,GasA,Ex,Y,SBrkr,7.0909098220799835,0.0,0.0,7.0909098220799835,1,0,2,0,2,1,Gd,5,Typ,0,Not Applicable,Attchd,2003,RFn,2,6.320768294250582,TA,TA,Y,0.0,3.7376696182833684,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal,184900.0,1701079.9999999998,14.346774489291867,6,Yes,Yes,No,Aug 2009,No
60,RL,75.0,9.177403871729918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,5.834810737062605,Unf,0.0,6.650279048587422,7.01571242048723,GasA,Ex,Y,SBrkr,7.01571242048723,6.755768921984255,0.0,7.586803535162581,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,RFn,2,6.536691597591305,TA,TA,Y,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,2,2009,WD,Normal,253000.0,2327600.0,14.660348681391643,4,Yes,Yes,Yes,Feb 2009,Yes
60,RL,73.0,9.078065332666364,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,6.142037405587356,Unf,0.0,6.833031732786201,7.238496840894365,GasA,Ex,Y,SBrkr,7.238496840894365,6.349138991379798,0.0,7.5822291942764615,0,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2006,RFn,3,6.767343125265392,TA,TA,Y,0.0,4.51085950651685,0.0,0.0,0.0,0.0,0.0,8,2006,New,Partial,239799.0,2206150.8,14.606760288758133,0,Yes,Yes,No,Aug 2006,No
70,RL,88.5117351269385,10.089593605747774,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,6.940222469119639,6.940222469119639,GasA,Ex,Y,SBrkr,7.0967213784947605,7.087573705557973,0.0,7.784889295655098,0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,5.857933154483459,TA,TA,Y,4.04305126783455,0.0,5.765191102784844,0.0,0.0,0.0,0.0,6,2010,COD,Normal,244400.0,2248480.0,14.625765435079368,70,Yes,Yes,Yes,Jun 2010,No
