MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,Age,HasBasement,HasGarage,HasFireplace
20,RL,120.0,9.514953305087944,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.37989735354046,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,Unf,0.0,7.239214973779806,7.239214973779806,GasA,Gd,Y,SBrkr,7.239214973779806,0.0,0.0,7.239214973779806,1,0,1,0,2,1,TA,5,Maj2,2,TA,Attchd,1968,RFn,2,6.3578422665081,TA,TA,Y,0.0,0.0,5.484796933490655,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.608244735642321,41,Yes,Yes,Yes
85,RL,90.0,9.211639527707803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,6.825460036255307,Rec,5.198497031265826,3.6635616461296463,7.037905963447182,GasA,TA,Y,SBrkr,7.074963197966044,0.0,0.0,7.074963197966044,1,0,2,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,1974,RFn,2,6.3784261836515865,TA,TA,Y,0.0,0.0,5.198497031265826,0.0,0.0,0.0,0.0,4,2008,WD,Normal,11.83138646878959,36,Yes,Yes,No
20,RL,49.0,9.947360886980098,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,7.451241684987676,Unf,0.0,5.877735781779639,7.639161171659173,GasA,Ex,Y,SBrkr,7.6487397889562425,0.0,0.0,7.6487397889562425,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2005,Fin,3,7.034387929915503,TA,TA,Y,5.262690188904886,5.5909869805108565,0.0,0.0,0.0,0.0,0.0,1,2006,New,Partial,12.955129822091815,1,Yes,Yes,Yes
60,RL,106.0,9.323222529032856,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.249215057114389,7.249215057114389,GasA,Ex,Y,SBrkr,7.282761179605593,6.180016653652572,0.0,7.5688956634069955,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,6.22455842927536,TA,TA,Y,5.241747015059643,4.8283137373023015,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal,12.348010479804223,6,Yes,Yes,Yes
60,RL,81.14703000004076,9.822873848541882,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,4.736198448394496,TA,Gd,CBlock,Gd,TA,No,LwQ,5.236441962829949,Rec,6.584791392385716,4.718498871295094,6.92951677076365,GasA,TA,Y,SBrkr,7.290292882446597,6.82001636467413,0.0,7.7752758464868625,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965,Unf,2,6.391917113392602,TA,TA,Y,0.0,5.583496308781699,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Abnorml,11.767575435251748,42,Yes,Yes,Yes
20,RL,65.0,9.002824076547672,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.556828061699537,TA,TA,PConc,Gd,TA,No,GLQ,7.037905963447182,Unf,0.0,5.602118820879701,7.25063551189868,GasA,Ex,Y,SBrkr,7.426549072397305,0.0,0.0,7.426549072397305,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994,RFn,2,6.3561076606958915,TA,TA,Y,5.41610040220442,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,10,2008,WD,Normal,12.173037959397275,14,Yes,Yes,Yes
20,RL,75.56474020970607,9.559305672844863,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.8966943316227125,Unf,0.0,5.303304908059076,7.080867896690782,GasA,Gd,Y,SBrkr,7.271008538280992,0.0,0.0,7.271008538280992,1,0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999,Unf,2,6.3578422665081,TA,TA,Y,5.720311776607412,0.0,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal,12.031725210748633,50,Yes,Yes,Yes
30,RL,80.0,9.358846580275406,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,6.55250788703459,6.55250788703459,GasA,Ex,Y,SBrkr,7.074116816197362,0.0,0.0,7.074116816197362,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922,Unf,1,5.53338948872752,TA,Fa,Y,0.0,0.0,4.219507705176107,0.0,0.0,0.0,0.0,7,2006,WD,Normal,11.83138646878959,84,Yes,Yes,Yes
60,RL,64.0,9.063463176115423,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.267858159063328,Unf,0.0,6.302618975744905,6.6052979209482015,GasA,Ex,Y,SBrkr,6.6052979209482015,6.6052979209482015,0.0,7.29776828253138,1,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2005,Fin,2,6.293419278846481,TA,TA,Y,4.61512051684126,3.58351893845611,0.0,0.0,0.0,0.0,0.0,2,2009,WD,Normal,12.063938642041201,4,Yes,Yes,No
70,RH,54.0,8.799360083179907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,6.313548046277095,Unf,0.0,4.804021044733257,6.511745329644728,GasA,TA,N,SBrkr,6.548219102762372,6.511745329644728,0.0,7.222566018822171,1,0,2,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,1930,Unf,1,5.707110264748875,TA,TA,Y,4.997212273764115,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.548302261270587,84,Yes,Yes,No
20,RL,71.74527877421392,9.328212292571072,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,6.643789733147672,Unf,0.0,6.091309882077698,7.097548850614793,GasA,TA,Y,SBrkr,7.097548850614793,0.0,0.0,7.097548850614793,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977,RFn,2,6.304448802421981,TA,TA,Y,5.293304824724492,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,12.013706813470414,29,Yes,Yes,Yes
20,RL,110.0,9.577965147101168,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,4.672828834461906,TA,TA,PConc,TA,TA,No,GLQ,7.079184394609668,Unf,0.0,5.676753802268282,7.298445101508147,GasA,Ex,Y,SBrkr,7.517520850603031,0.0,0.0,7.517520850603031,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957,Fin,2,6.0330862217988015,TA,TA,Y,0.0,4.477336814478207,0.0,0.0,5.303304908059076,0.0,0.0,6,2007,WD,Normal,12.458778882573533,50,Yes,Yes,Yes
20,RL,80.0,9.127067452782361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.794586580876499,Unf,0.0,5.501258210544727,7.036148493750536,GasA,TA,Y,SBrkr,7.036148493750536,0.0,0.0,7.036148493750536,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965,RFn,1,5.953243334287785,TA,TA,Y,6.056784013228625,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,11.849404844423074,43,Yes,Yes,Yes
160,RL,24.0,7.736307096548285,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.7430031878094825,Unf,0.0,6.300785794663244,6.752270376141742,GasA,TA,Y,SBrkr,6.752270376141742,6.375024819828097,0.0,7.273786317844895,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,6.089044875446846,TA,TA,Y,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal,11.908346971208951,31,Yes,Yes,Yes
70,RM,60.0,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.999422467507961,6.999422467507961,GasW,Fa,N,SBrkr,6.999422467507961,6.522092798170152,0.0,7.4815557019095165,1,0,2,0,4,2,TA,8,Min2,0,Not Applicable,2Types,1920,Unf,3,6.659293919683638,Fa,Fa,N,0.0,0.0,4.51085950651685,0.0,0.0,0.0,0.0,5,2006,WD,Normal,11.373674891823535,106,Yes,Yes,No
30,RL,52.0,9.107532151994501,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.645090969505644,6.645090969505644,GasA,Ex,Y,SBrkr,6.675823221634848,0.0,0.0,6.675823221634848,0,0,1,0,2,1,Gd,5,Typ,0,Not Applicable,Detchd,1924,Unf,1,5.484796933490655,Fa,Fa,N,5.75890177387728,0.0,4.795790545596741,0.0,0.0,0.0,0.0,5,2009,WD,Normal,11.603688960617083,85,Yes,Yes,No
20,RL,80.0,9.379661116592885,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,6.142037405587356,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,7.624130585661289,7.624130585661289,GasA,Ex,Y,SBrkr,7.624130585661289,0.0,0.0,7.624130585661289,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,Fin,3,6.727431724850855,TA,TA,Y,5.777652323222656,4.418840607796598,0.0,0.0,0.0,0.0,0.0,7,2009,New,Partial,12.827995001361906,1,Yes,Yes,Yes
20,RL,70.0412113645328,9.204925739274683,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.060443010546419,TA,TA,CBlock,TA,TA,No,Rec,6.71901315438526,Unf,0.0,5.087596335232384,6.8966943316227125,GasA,TA,Y,SBrkr,6.8966943316227125,0.0,0.0,6.8966943316227125,1,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,1963,Unf,2,6.35088571671474,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2007,WD,Normal,11.763691965388299,46,Yes,Yes,No
120,RL,50.0,8.98882050177807,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.298949246855942,BLQ,4.787491742782046,5.568344503761097,6.828712071641684,GasA,TA,Y,SBrkr,6.828712071641684,0.0,0.0,6.828712071641684,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980,RFn,1,5.579729825986222,TA,TA,Y,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,11.870606902224587,30,Yes,Yes,Yes
50,RH,55.0,8.412054873292933,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,5.209486152841421,Unf,0.0,6.416732282512326,6.677083461247136,GasA,Ex,Y,SBrkr,6.744059186311348,6.511745329644728,0.0,7.327123292259293,0,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,1968,Unf,1,5.641907070938114,TA,TA,Y,0.0,0.0,4.04305126783455,0.0,0.0,0.0,0.0,7,2009,WD,Abnorml,11.979391594635791,77,Yes,Yes,No
120,RL,60.82488356565976,7.968319500012717,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,6.911747300251674,Unf,0.0,5.666426688112432,7.163946684342547,GasA,Ex,Y,SBrkr,7.163946684342547,0.0,0.0,7.163946684342547,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996,Unf,2,6.068425588244111,TA,TA,Y,5.730099782973574,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,WD,Normal,12.06105265381003,12,Yes,Yes,Yes
20,RL,90.0,9.328034514792826,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,5.375278407684165,Gd,TA,PConc,Gd,TA,Av,GLQ,6.966024187106113,Unf,0.0,6.342121418721152,7.394493107219038,GasA,Ex,Y,SBrkr,7.419979923661835,0.0,0.0,7.419979923661835,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002,Fin,3,6.555356891810665,TA,TA,Y,5.552959584921617,3.828641396489095,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,12.560247968016562,5,Yes,Yes,Yes
60,RL,58.0,9.727406483331627,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.4339872044851463,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.086737934510577,7.086737934510577,GasA,Gd,Y,SBrkr,7.086737934510577,6.4692503167957724,0.0,7.517520850603031,0,0,2,1,4,1,TA,7,Typ,0,Not Applicable,Attchd,1998,Fin,2,6.18826412308259,TA,TA,Y,0.0,4.406719247264253,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,12.30592250537653,12,Yes,Yes,No
160,RL,63.66499591512829,8.529714471969909,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,6.720220155135295,LwQ,5.209486152841421,5.198497031265826,7.0825485693553,GasA,Gd,Y,SBrkr,7.0825485693553,6.803505257608338,0.0,7.645397699428633,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984,Fin,2,6.359573868672378,TA,TA,Y,5.393627546352362,0.0,0.0,0.0,0.0,0.0,0.0,9,2007,WD,Normal,12.242891437918386,23,Yes,Yes,Yes
60,FV,84.0,9.23092700558457,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.774223886357614,6.774223886357614,GasA,Ex,Y,SBrkr,6.774223886357614,6.78897174299217,0.0,7.474204806496124,0,0,3,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2007,Fin,2,6.361302477572996,TA,TA,Y,4.976733742420574,4.663439094112067,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,12.336556900342153,0,Yes,Yes,No
160,FV,63.72114526272698,8.53817159780143,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.480638923341991,Unf,0.0,5.746203190540153,6.313548046277095,GasA,Ex,Y,SBrkr,6.313548046277095,6.313548046277095,0.0,7.005789019253503,0,0,2,1,2,1,Gd,4,Typ,0,Not Applicable,Detchd,2004,Unf,2,6.175867270105761,TA,TA,Y,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,3,2007,WD,Normal,11.910365121788654,3,Yes,Yes,No
20,RL,60.0,8.998384010052538,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.852242569051878,Unf,0.0,6.163314804034641,7.258412150595307,GasA,Ex,Y,SBrkr,7.258412150595307,0.0,0.0,7.258412150595307,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,2,6.342121418721152,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,10,2007,New,Partial,12.879019669789754,0,Yes,Yes,Yes
120,RL,61.0,8.933004591578547,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,Gd,TA,PConc,Gd,TA,Av,ALQ,3.044522437723423,Unf,0.0,7.202661196523238,7.217443431696533,GasA,Ex,Y,SBrkr,7.217443431696533,0.0,0.0,7.217443431696533,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,6.133398042996649,TA,TA,Y,5.262690188904886,3.367295829986474,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.179220327453931,2,Yes,Yes,Yes
120,RM,62.83450789018025,8.395477432732141,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.997212273764115,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.548219102762372,Unf,0.0,5.0238805208462765,6.744059186311348,GasA,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004,RFn,2,6.042632833682381,TA,TA,Y,5.0106352940962555,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal,11.856522261533737,4,Yes,Yes,Yes
60,RL,104.0,9.977481232444454,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,7.065613363597717,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.283448228756631,Unf,0.0,6.897704943128636,7.801800401908973,GasA,Ex,Y,SBrkr,7.801800401908973,7.5352967024440884,0.0,8.370315995555478,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994,Fin,3,6.725033642166843,TA,TA,Y,5.948034989180646,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,1,2007,WD,Normal,13.534474352733596,13,Yes,Yes,Yes
60,RL,42.0,10.172712841637342,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.683579767338681,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.873163834212518,Unf,0.0,5.5053315359323625,7.099201743553092,GasA,Ex,Y,SBrkr,7.122059881629142,7.156176637480615,0.0,7.832014180505469,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989,RFn,2,6.444131256700441,TA,TA,Y,5.771441123130016,3.332204510175204,0.0,0.0,0.0,0.0,0.0,4,2006,WD,Normal,12.721888795877375,17,Yes,Yes,Yes
30,RL,60.0,8.594339400592892,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.97914527506881,6.97914527506881,GasA,Ex,Y,SBrkr,6.97914527506881,0.0,0.0,6.97914527506881,0,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,1968,Unf,1,5.7899601708972535,TA,TA,Y,0.0,0.0,4.727387818712341,0.0,0.0,0.0,0.0,12,2006,WD,Abnorml,11.59433032142082,85,Yes,Yes,No
50,RM,51.0,8.71948076085107,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.833031732786201,6.833031732786201,GasA,TA,Y,SBrkr,6.97354301952014,6.159095388491933,0.0,7.3395376954076745,0,0,1,1,3,1,TA,5,Typ,0,Not Applicable,Detchd,1995,Unf,2,6.3578422665081,TA,TA,Y,4.727387818712341,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal,11.860062063178267,73,Yes,Yes,No
20,RL,54.0,9.533293058509884,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.290459441148391,TA,TA,CBlock,Gd,Gd,No,GLQ,6.8885724595653635,LwQ,3.713572066704308,4.532599493153256,7.014814351275545,GasA,Gd,Y,SBrkr,7.037027614686276,0.0,0.0,7.037027614686276,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,Unf,2,6.313548046277095,TA,TA,Y,4.836281906951478,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,12.07824495582233,19,Yes,Yes,Yes
30,RM,50.0,8.699681400989514,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.424869023905388,Unf,0.0,0.0,6.424869023905388,GasA,Gd,Y,SBrkr,6.424869023905388,0.0,0.0,6.424869023905388,0,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,1921,Unf,1,5.327876168789581,TA,TA,Y,0.0,0.0,4.867534450455582,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.39640288460621,85,Yes,Yes,No
20,RL,57.0,8.76732914779405,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,5.351858133476067,ALQ,6.313548046277095,5.393627546352362,6.8885724595653635,GasA,Fa,Y,FuseA,7.046647277848756,0.0,0.0,7.046647277848756,0,1,1,0,2,1,TA,6,Typ,0,Not Applicable,Detchd,1952,Unf,1,5.733341276897746,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2006,WD,Normal,11.724004532183379,54,Yes,Yes,No
20,RL,65.0,9.042040056544483,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.317164686747284,BLQ,4.770684624465665,5.41610040220442,6.796823718274855,GasA,Ex,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973,Unf,1,5.820082930352362,TA,TA,Y,6.0330862217988015,4.976733742420574,0.0,0.0,0.0,0.0,0.0,4,2010,WD,Normal,11.83863282480007,45,Yes,Yes,Yes
120,FV,59.0,8.36240897761537,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,2.833213344056216,Unf,0.0,7.226936018493289,7.238496840894365,GasA,Ex,Y,SBrkr,7.238496840894365,0.0,0.0,7.238496840894365,0,0,2,0,2,1,Gd,5,Typ,0,Not Applicable,Attchd,2004,RFn,2,6.274762021241939,TA,TA,Y,5.056245805348308,5.0689042022202315,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,12.185875040240456,4,Yes,Yes,No
20,RL,85.0,9.570250078424845,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.447305862541213,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.150701457592526,Unf,0.0,6.267200548541362,7.496097345175956,GasA,Ex,Y,SBrkr,7.496097345175956,0.0,0.0,7.496097345175956,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,Fin,3,6.641182169740591,TA,TA,Y,5.602118820879701,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,12.652362948153474,4,Yes,Yes,Yes
20,RL,80.0,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.060476365999801,7.060476365999801,GasA,TA,Y,SBrkr,7.060476365999801,0.0,0.0,7.060476365999801,0,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Attchd,1969,Unf,2,6.270988431858299,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,COD,Normal,11.849404844423074,37,Yes,Yes,No
